dataset_name,subject,side_label_name,pattern_label,window_count,side_coeff,side_entropy,basis_usage_b8,basis_usage_b9,basis_usage_b10,basis_activation_b9,basis_activation_b10,free_l1_dominant_basis,side_dominant_basis,metric,direction,rank,free_l1_b5_minus_b6
IMR,258,Normal,normal_like_b9_b10_negative,1,-20.90643119812012,0.7345261035396274,0.0080960188060998,0.490230917930603,0.50167316198349,-10.248978614807127,-10.488195419311523,5,10,basis_activation_b9,bottom,4,
IMR,399,Normal,normal_like_b9_b10_negative,1,-28.775278091430664,0.6529533246216124,0.0022277196403592,0.3355444371700287,0.6622278094291687,-9.655384063720703,-19.05578994750977,5,10,basis_activation_b9,bottom,5,
IMR,361,Normal,normal_like_b9_b10_negative,1,-22.8997745513916,0.7132101903175148,0.0064618056640028,0.4121676981449127,0.5813704133033752,-9.438547134399414,-13.313251495361328,5,10,basis_activation_b9,bottom,6,
IMR,535,Normal,normal_like_b9_b10_negative,1,-22.976186752319336,0.7037981702847644,0.0068966820836067,0.3839361071586609,0.609167218208313,-8.82138729095459,-13.996339797973633,5,10,basis_activation_b9,bottom,7,
IMR,239,Normal,normal_like_b9_b10_negative,1,-20.634130477905277,0.733185732165208,0.0102556739002466,0.4245533645153045,0.5651910305023193,-8.760289192199707,-11.662225723266602,5,10,basis_activation_b9,bottom,8,
IMR,552,Normal,normal_like_b9_b10_negative,1,-23.1944580078125,0.6968383016838628,0.0061859940178692,0.3761406540870666,0.6176733374595642,-8.72437858581543,-14.326598167419434,5,10,basis_activation_b9,bottom,9,
IMR,259,Normal,normal_like_b9_b10_negative,1,-17.944929122924805,0.7580318375355131,0.0142954811453819,0.4850410223007202,0.5006634593009949,-8.70402717590332,-8.984370231628418,5,10,basis_activation_b9,bottom,10,
IMR,300,Left,left_like_b10_pure_positive,1,41.18928909301758,3.1108380655056495e-07,1.8033120829930027e-10,1.71721623587473e-08,1.0,7.073091410347843e-07,41.18928909301758,5,10,basis_usage_b10,top,1,
IMR,314,Left,left_like_b10_pure_positive,1,38.95344161987305,7.786752092566316e-07,6.110540962112053e-10,4.528051888996743e-08,1.0,1.7638320741752975e-06,38.95344161987305,5,10,basis_usage_b10,top,2,
IMR,309,Left,left_like_b10_pure_positive,1,37.26752853393555,1.7054863312469257e-06,1.5885974757878783e-09,9.61870512128371e-08,0.9999998807907104,3.584653768484713e-06,37.26752471923828,5,10,basis_usage_b10,top,3,
IMR,311,Left,left_like_b10_pure_positive,1,37.38528823852539,1.6080446526914405e-06,1.4780804358238695e-09,8.991271727154526e-08,0.9999998807907104,3.3614128369663376e-06,37.385284423828125,5,10,basis_usage_b10,top,4,
IMR,313,Left,left_like_b10_pure_positive,1,37.00202560424805,1.7671774065851689e-06,1.6847496731031695e-09,1.0014048967832424e-07,0.9999998807907104,3.7054010135761928e-06,37.00202178955078,5,10,basis_usage_b10,top,5,
IMR,315,Left,left_like_b10_pure_positive,1,36.38846206665039,2.3491630818288274e-06,2.4830315581425566e-09,1.3806122467485693e-07,0.9999998807907104,5.02383545608609e-06,36.388458251953125,5,10,basis_usage_b10,top,6,
IMR,319,Left,left_like_b10_pure_positive,1,36.66867065429688,2.0808589212062904e-06,2.0996824279251314e-09,1.2049565611960136e-07,0.9999998807907104,4.418415755935712e-06,36.66866683959961,6,10,basis_usage_b10,top,7,
IMR,321,Left,left_like_b10_pure_positive,1,35.9106559753418,2.8207013116581198e-06,3.157092809402684e-09,1.693027087412702e-07,0.9999998807907104,6.079771537770284e-06,35.91065216064453,5,10,basis_usage_b10,top,8,
IMR,391,Left,left_like_b10_pure_positive,1,37.55153274536133,1.5186034344331717e-06,1.347765121728628e-09,8.421584851703302e-08,0.9999998807907104,3.1624342682334827e-06,37.55152893066406,6,10,basis_usage_b10,top,9,
IMR,312,Left,left_like_b10_pure_positive,1,33.44842529296875,8.654814983107945e-06,1.3997041747870752e-08,5.409324899119383e-07,0.9999994039535522,1.8093340258928947e-05,33.44840621948242,5,10,basis_usage_b10,top,10,
IMR,343,Right,right_like_diffuse_low_coeff,1,-0.0647722110152244,1.095128019484726,0.3457276821136474,0.2951081395149231,0.3591641783714294,-0.0191148072481155,-0.0232638586312532,5,10,basis_usage_b10,bottom,1,
IMR,540,Right,right_like_diffuse_low_coeff,1,-0.068281777203083,1.094543060838649,0.3486997783184051,0.2917189598083496,0.3595812916755676,-0.0199190881103277,-0.0245528500527143,5,10,basis_usage_b10,bottom,2,
IMR,299,Right,right_like_diffuse_low_coeff,1,-0.0723851919174194,1.094355891609606,0.3495867848396301,0.2907076179981231,0.3597055971622467,-0.0210429262369871,-0.0260373596101999,5,10,basis_usage_b10,bottom,3,
IMR,396,Right,right_like_diffuse_low_coeff,1,-0.0469459295272827,1.0908956890294248,0.3642233908176422,0.2757559418678283,0.3600206971168518,-0.0129456194117665,-0.0169015061110258,5,8,basis_usage_b10,bottom,4,
IMR,512,Right,right_like_diffuse_low_coeff,1,-0.0677913725376129,1.0959143421159503,0.3386403620243072,0.3011823892593384,0.360177218914032,-0.0204175673425197,-0.024416908621788,5,10,basis_usage_b10,bottom,5,
IMR,276,Right,right_like_diffuse_low_coeff,1,-0.0724237188696861,1.0952759732306034,0.3433766067028045,0.2963806390762329,0.3602426946163177,-0.0214649885892868,-0.0260901153087615,5,10,basis_usage_b10,bottom,6,
IMR,337,Right,right_like_diffuse_low_coeff,1,-0.0543632991611957,1.0943755218334084,0.3488345742225647,0.290906697511673,0.3602586984634399,-0.0158146470785141,-0.0195848513394594,5,10,basis_usage_b10,bottom,7,
IMR,279,Right,right_like_diffuse_low_coeff,1,-0.0782204642891883,1.0954792814194079,0.3418492674827575,0.2978335320949554,0.360317200422287,-0.0232966765761375,-0.0281841792166233,5,10,basis_usage_b10,bottom,8,
IMR,292,Right,right_like_diffuse_low_coeff,1,-0.0513115711510181,1.0917590703224,0.3606175184249878,0.2789750695228576,0.3604074418544769,-0.01431464869529,-0.0184930711984634,5,8,basis_usage_b10,bottom,9,
IMR,334,Right,right_like_diffuse_low_coeff,2,-0.039277605712413746,1.0937855190650745,0.35168835520744324,0.28784747421741486,0.3604641556739807,-0.0112557779066264,-0.0141632836312055,5,10,basis_usage_b10,bottom,10,
IMR,401,Normal,normal_like_b9_b10_negative,1,-15.972249031066896,0.7829870865899204,0.0219680368900299,0.5051981210708618,0.4728338718414306,-8.0691499710083,-7.552220344543457,5,9,basis_usage_b9,top,1,
IMR,235,Normal,normal_like_b9_b10_negative,1,-11.879844665527344,0.8465182981296717,0.045865923166275,0.4988498985767364,0.4552841782569885,-5.926259517669678,-5.408705234527588,5,9,basis_usage_b9,top,2,
IMR,258,Normal,normal_like_b9_b10_negative,1,-20.90643119812012,0.7345261035396274,0.0080960188060998,0.490230917930603,0.50167316198349,-10.248978614807127,-10.488195419311523,5,10,basis_usage_b9,top,3,
IMR,259,Normal,normal_like_b9_b10_negative,1,-17.944929122924805,0.7580318375355131,0.0142954811453819,0.4850410223007202,0.5006634593009949,-8.70402717590332,-8.984370231628418,5,10,basis_usage_b9,top,4,
IMR,412,Normal,mixed_or_boundary,1,-7.392707824707031,0.9351152598428626,0.0922477096319198,0.4824358522891998,0.4253163635730743,-3.566507339477539,-3.144239664077759,5,9,basis_usage_b9,top,5,
IMR,548,Normal,normal_like_b9_b10_negative,1,-15.50358772277832,0.7914188966635666,0.0248743705451488,0.4662385582923889,0.5088871121406555,-7.228370189666748,-7.889575958251953,5,10,basis_usage_b9,top,6,
IMR,384,Normal,normal_like_b9_b10_negative,1,-14.944910049438477,0.7988154825086184,0.0274194069206714,0.4644631445407867,0.5081174373626709,-6.941359996795654,-7.593769550323486,5,10,basis_usage_b9,top,7,
IMR,229,Normal,normal_like_b9_b10_negative,1,-13.980097770690918,0.8140179714075014,0.0336410775780677,0.4451863169670105,0.5211725831031799,-6.223748207092285,-7.286043643951416,5,10,basis_usage_b9,top,8,
