group_id,subject,dataset_name,side_label,side_label_name,dataset_label,side_coeff_mean,side_coeff_abs_mean,side_recon_l1_mean,usage_b0,rep_b0,usage_b1,rep_b1,usage_b2,rep_b2
IMR:00102:x:group000,00102,IMR,1,Normal,0,-9.133564949035645,9.133564949035645,0.025847747921943665,0.0861508846282959,-0.5539993047714233,0.499809205532074,-4.948365688323975,0.41403988003730774,-3.631199836730957
IMR:00102:x:group001,00102,IMR,1,Normal,0,-15.704360961914062,15.704360961914062,0.0424870029091835,0.04965543746948242,-0.4145435094833374,0.5661541223526001,-9.411415100097656,0.3841904401779175,-5.878403663635254
IMR:00102:x:group002,00102,IMR,1,Normal,0,-12.43865966796875,12.43865966796875,0.03567499294877052,0.06366637349128723,-0.5267366766929626,0.5252904891967773,-6.882862567901611,0.4110431671142578,-5.029059886932373
IMR:00212:x:group003,00212,IMR,0,Left,0,7.745878219604492,7.745878219604492,0.05509435757994652,0.05394566431641579,-0.1487526148557663,0.09775317460298538,-0.2588983178138733,0.8483011722564697,8.153529167175293
IMR:00212:x:group004,00212,IMR,0,Left,0,-0.0678064152598381,0.0678064152598381,0.00018573836132418364,0.3312227129936218,-0.022461488842964172,0.3028757572174072,-0.020534414798021317,0.36590149998664856,-0.024810507893562317
IMR:00228:x:group005,00228,IMR,1,Normal,0,-15.345724105834961,15.345724105834961,0.045251138508319855,0.03189930319786072,-0.4895178973674774,0.5487708449363708,-8.421285629272461,0.41932985186576843,-6.434920310974121
IMR:00229:x:group006,00229,IMR,1,Normal,0,-13.402538299560547,13.402538299560547,0.03686344623565674,0.038155388087034225,-0.511379063129425,0.5778027176856995,-7.744022846221924,0.3840419054031372,-5.147136211395264
IMR:00230:x:group007,00230,IMR,1,Normal,0,-8.430326461791992,8.430326461791992,0.024255363270640373,0.08941426873207092,-0.7537914514541626,0.5037460923194885,-4.246744155883789,0.40683960914611816,-3.429790735244751
IMR:00231:x:group008,00231,IMR,1,Normal,0,-11.793292999267578,11.793292999267578,0.033727340400218964,0.052117809653282166,-0.6146405935287476,0.5438632965087891,-6.413938999176025,0.4040188789367676,-4.764712810516357
IMR:00232:x:group009,00232,IMR,1,Normal,0,-16.72710418701172,16.72710418701172,0.04760206490755081,0.02446557581424713,-0.4092382490634918,0.575084388256073,-9.61949634552002,0.4004500210285187,-6.698369026184082
